GBD Cause,Parameter,Region,Country ISO3 Code,Sex,Year Start,Year End,Age Start,Age End,Parameter Value,Standard Error,Units,,authors,casedef,citation,country,country2,ct,dataend,datastart,dateabs,design,effective_sample_size,ignore,lab,ldi_id,ldi_id_updated_7july2011,oldestage,otherdef,overallseroprevalence,pmid,popdescription,poptype,se,sero,seroage_start,seron,seroncases_calculated,serontot,serototal,title,ve,youngestage
Varicella,prevalence data,"Asia, Southeast",IDN,all,1995,1995,20,24,0.63,-99,1,,"Juffrie, M.
Graham, R. R.
Tan, R. I., et al.",Lab or Epidemiological,"Juffrie, M., R. R. Graham, et al. (2000). ""Seroprevalence of hepatitis A virus and varicella zoster antibodies in a Javanese community (Yogyakarta, Indonesia)."" Southeast Asian J Trop Med Public Health 31(1): 21-4.",Indonesia,,FALSE,11/02/1995,10/12/1995,6/08/2008,Cross Sectional,88,,,-0.421769317,-0.421404813,32,ELISA,,11023059,residents above the age of 10 years of the general population of the Gondokusaman district of Yogyakarta &children between the ages of 4-9 years old whose parents had given informed consent for their children's participation in a prospective dengue study,Urban,,63%,20-24 yrs,88,55.44,,,"Seroprevalence of hepatitis A virus and varicella zoster antibodies in a Javanese community (Yogyakarta, Indonesia)",FALSE,4
Varicella,prevalence data,"Asia, Southeast",IDN,all,1995,1995,15,19,0.66,-99,1,,"Juffrie, M.
Graham, R. R.
Tan, R. I., et al.",Lab or Epidemiological,"Juffrie, M., R. R. Graham, et al. (2000). ""Seroprevalence of hepatitis A virus and varicella zoster antibodies in a Javanese community (Yogyakarta, Indonesia)."" Southeast Asian J Trop Med Public Health 31(1): 21-4.",Indonesia,,FALSE,11/02/1995,10/12/1995,6/08/2008,Cross Sectional,119,,,-0.421769317,-0.421404813,32,ELISA,,11023059,residents above the age of 10 years of the general population of the Gondokusaman district of Yogyakarta &children between the ages of 4-9 years old whose parents had given informed consent for their children's participation in a prospective dengue study,Urban,,66%,15-19 yrs,119,78.54,,,"Seroprevalence of hepatitis A virus and varicella zoster antibodies in a Javanese community (Yogyakarta, Indonesia)",FALSE,4
Varicella,prevalence data,"Asia, Southeast",IDN,all,1995,1995,25,29,0.71,-99,1,,"Juffrie, M.
Graham, R. R.
Tan, R. I., et al.",Lab or Epidemiological,"Juffrie, M., R. R. Graham, et al. (2000). ""Seroprevalence of hepatitis A virus and varicella zoster antibodies in a Javanese community (Yogyakarta, Indonesia)."" Southeast Asian J Trop Med Public Health 31(1): 21-4.",Indonesia,,FALSE,11/02/1995,10/12/1995,6/08/2008,Cross Sectional,91,,,-0.421769317,-0.421404813,32,ELISA,,11023059,residents above the age of 10 years of the general population of the Gondokusaman district of Yogyakarta &children between the ages of 4-9 years old whose parents had given informed consent for their children's participation in a prospective dengue study,Urban,,71%,25-29 yrs,91,64.61,,,"Seroprevalence of hepatitis A virus and varicella zoster antibodies in a Javanese community (Yogyakarta, Indonesia)",FALSE,4
Varicella,prevalence data,"Asia, Southeast",IDN,all,1995,1995,30,32,0.73,-99,1,,"Juffrie, M.
Graham, R. R.
Tan, R. I., et al.",Lab or Epidemiological,"Juffrie, M., R. R. Graham, et al. (2000). ""Seroprevalence of hepatitis A virus and varicella zoster antibodies in a Javanese community (Yogyakarta, Indonesia)."" Southeast Asian J Trop Med Public Health 31(1): 21-4.",Indonesia,,FALSE,11/02/1995,10/12/1995,6/08/2008,Cross Sectional,64,,,-0.421769317,-0.421404813,32,ELISA,,11023059,residents above the age of 10 years of the general population of the Gondokusaman district of Yogyakarta &children between the ages of 4-9 years old whose parents had given informed consent for their children's participation in a prospective dengue study,Urban,,73%,30-32 yrs,64,46.72,,,"Seroprevalence of hepatitis A virus and varicella zoster antibodies in a Javanese community (Yogyakarta, Indonesia)",FALSE,4
Varicella,prevalence data,"Asia, South",IND,all,1983,1983,1,1,0,-99,1,,"Venkitaraman, A. R.
Seigneurin, J. M.
Lenoir, G. M.
John, T. J.",Lab or Epidemiological,"Venkitaraman, A. R., J. M. Seigneurin, et al. (1986). ""Infections due to the human herpesviruses in southern India: a seroepidemiological survey."" Int J Epidemiol 15(4): 561-6.",India,,FALSE,does not state,does not state,30/07/2008,Cross Sectional,21,,,-0.577993467,-0.500425916,25,ELISA,,3028971,"residents of Vellore, Southern India and surrounding rural areas who were admitted to area hospitals for conditions unrelated ot herpesvirus infections",Peri-Urban,,0%,1 yr,21,0,171,,Infections due to the human herpesviruses in southern India: a seroepidemiological survey,FALSE,0
Varicella,prevalence data,"Asia, South",IND,all,1981,1981,1,1,0,-99,1,,"Venkitaraman, A. R.
Seigneurin, J. M.
Baccard, M.
Lenoir, G. M.
John, T. J.",Lab or Epidemiological,"Venkitaraman, A. R., J. M. Seigneurin, et al. (1984). ""Measurement of antibodies to varicella-zoster virus in a tropical population by enzyme-linked immunosorbent assay."" J Clin Microbiol 20(3): 582-3.",India,,FALSE,does not state,does not state,26/09/2008,Cross Sectional,21,,,-0.58203437,-0.502343201,25 yrs,ELISA,,6092431,all individuals residing in Vellore or the surrounding rural areas who were admitted to the local hospital for reasons unrelated to varicella or zoster during the study period,Hospital,,0%,1 yr,21,0,171,,Measurement of antibodies to varicella-zoster virus in a tropical population by enzyme-linked immunosorbent assay,FALSE,0 yrs
Varicella,prevalence data,"Asia, South",IND,all,1983,1983,0,0,0.25,-99,1,,"Venkitaraman, A. R.
Seigneurin, J. M.
Lenoir, G. M.
John, T. J.",Lab or Epidemiological,"Venkitaraman, A. R., J. M. Seigneurin, et al. (1986). ""Infections due to the human herpesviruses in southern India: a seroepidemiological survey."" Int J Epidemiol 15(4): 561-6.",India,,FALSE,does not state,does not state,30/07/2008,Cross Sectional,20,,,-0.577993467,-0.500425916,25,ELISA,,3028971,"residents of Vellore, Southern India and surrounding rural areas who were admitted to area hospitals for conditions unrelated ot herpesvirus infections",Peri-Urban,,25%,<6 mo's,20,5,171,,Infections due to the human herpesviruses in southern India: a seroepidemiological survey,FALSE,0
Varicella,prevalence data,"Asia, South",IND,all,1983,1983,3,3,0.25,-99,1,,"Venkitaraman, A. R.
Seigneurin, J. M.
Lenoir, G. M.
John, T. J.",Lab or Epidemiological,"Venkitaraman, A. R., J. M. Seigneurin, et al. (1986). ""Infections due to the human herpesviruses in southern India: a seroepidemiological survey."" Int J Epidemiol 15(4): 561-6.",India,,FALSE,does not state,does not state,30/07/2008,Cross Sectional,20,,,-0.577993467,-0.500425916,25,ELISA,,3028971,"residents of Vellore, Southern India and surrounding rural areas who were admitted to area hospitals for conditions unrelated ot herpesvirus infections",Peri-Urban,,25%,3 yrs,20,5,171,,Infections due to the human herpesviruses in southern India: a seroepidemiological survey,FALSE,0
Varicella,prevalence data,"Asia, South",IND,all,1981,1981,0,0,0.25,-99,1,,"Venkitaraman, A. R.
Seigneurin, J. M.
Baccard, M.
Lenoir, G. M.
John, T. J.",Lab or Epidemiological,"Venkitaraman, A. R., J. M. Seigneurin, et al. (1984). ""Measurement of antibodies to varicella-zoster virus in a tropical population by enzyme-linked immunosorbent assay."" J Clin Microbiol 20(3): 582-3.",India,,FALSE,does not state,does not state,26/09/2008,Cross Sectional,20,,,-0.58203437,-0.502343201,25 yrs,ELISA,,6092431,all individuals residing in Vellore or the surrounding rural areas who were admitted to the local hospital for reasons unrelated to varicella or zoster during the study period,Hospital,,25%,<6 mo's,20,5,171,,Measurement of antibodies to varicella-zoster virus in a tropical population by enzyme-linked immunosorbent assay,FALSE,0 yrs
Varicella,prevalence data,"Asia, South",IND,all,1981,1981,3,3,0.25,-99,1,,"Venkitaraman, A. R.
Seigneurin, J. M.
Baccard, M.
Lenoir, G. M.
John, T. J.",Lab or Epidemiological,"Venkitaraman, A. R., J. M. Seigneurin, et al. (1984). ""Measurement of antibodies to varicella-zoster virus in a tropical population by enzyme-linked immunosorbent assay."" J Clin Microbiol 20(3): 582-3.",India,,FALSE,does not state,does not state,26/09/2008,Cross Sectional,20,,,-0.58203437,-0.502343201,25 yrs,ELISA,,6092431,all individuals residing in Vellore or the surrounding rural areas who were admitted to the local hospital for reasons unrelated to varicella or zoster during the study period,Hospital,,25%,3 yrs,20,5,171,,Measurement of antibodies to varicella-zoster virus in a tropical population by enzyme-linked immunosorbent assay,FALSE,0 yrs
Varicella,prevalence data,"Asia, South",IND,all,1983,1983,4,4,0.26,-99,1,,"Venkitaraman, A. R.
Seigneurin, J. M.
Lenoir, G. M.
John, T. J.",Lab or Epidemiological,"Venkitaraman, A. R., J. M. Seigneurin, et al. (1986). ""Infections due to the human herpesviruses in southern India: a seroepidemiological survey."" Int J Epidemiol 15(4): 561-6.",India,,FALSE,does not state,does not state,30/07/2008,Cross Sectional,19,,,-0.577993467,-0.500425916,25,ELISA,,3028971,"residents of Vellore, Southern India and surrounding rural areas who were admitted to area hospitals for conditions unrelated ot herpesvirus infections",Peri-Urban,,26%,4 yrs,19,4.94,171,,Infections due to the human herpesviruses in southern India: a seroepidemiological survey,FALSE,0
Varicella,prevalence data,"Asia, South",IND,all,1981,1981,4,4,0.26,-99,1,,"Venkitaraman, A. R.
Seigneurin, J. M.
Baccard, M.
Lenoir, G. M.
John, T. J.",Lab or Epidemiological,"Venkitaraman, A. R., J. M. Seigneurin, et al. (1984). ""Measurement of antibodies to varicella-zoster virus in a tropical population by enzyme-linked immunosorbent assay."" J Clin Microbiol 20(3): 582-3.",India,,FALSE,does not state,does not state,26/09/2008,Cross Sectional,19,,,-0.58203437,-0.502343201,25 yrs,ELISA,,6092431,all individuals residing in Vellore or the surrounding rural areas who were admitted to the local hospital for reasons unrelated to varicella or zoster during the study period,Hospital,,26%,4 yrs,19,4.94,171,,Measurement of antibodies to varicella-zoster virus in a tropical population by enzyme-linked immunosorbent assay,FALSE,0 yrs
Varicella,prevalence data,"Asia, South",IND,all,1983,1983,5,14,0.54,-99,1,,"Venkitaraman, A. R.
Seigneurin, J. M.
Lenoir, G. M.
John, T. J.",Lab or Epidemiological,"Venkitaraman, A. R., J. M. Seigneurin, et al. (1986). ""Infections due to the human herpesviruses in southern India: a seroepidemiological survey."" Int J Epidemiol 15(4): 561-6.",India,,FALSE,does not state,does not state,30/07/2008,Cross Sectional,24,,,-0.577993467,-0.500425916,25,ELISA,,3028971,"residents of Vellore, Southern India and surrounding rural areas who were admitted to area hospitals for conditions unrelated ot herpesvirus infections",Peri-Urban,,54%,5 - 14 yrs,24,12.96,171,,Infections due to the human herpesviruses in southern India: a seroepidemiological survey,FALSE,0
Varicella,prevalence data,"Asia, South",IND,all,1981,1981,5,14,0.54,-99,1,,"Venkitaraman, A. R.
Seigneurin, J. M.
Baccard, M.
Lenoir, G. M.
John, T. J.",Lab or Epidemiological,"Venkitaraman, A. R., J. M. Seigneurin, et al. (1984). ""Measurement of antibodies to varicella-zoster virus in a tropical population by enzyme-linked immunosorbent assay."" J Clin Microbiol 20(3): 582-3.",India,,FALSE,does not state,does not state,26/09/2008,Cross Sectional,24,,,-0.58203437,-0.502343201,25 yrs,ELISA,,6092431,all individuals residing in Vellore or the surrounding rural areas who were admitted to the local hospital for reasons unrelated to varicella or zoster during the study period,Hospital,,54%,5-14 yrs,24,12.96,171,,Measurement of antibodies to varicella-zoster virus in a tropical population by enzyme-linked immunosorbent assay,FALSE,0 yrs
Varicella,prevalence data,"Asia, South",IND,all,1983,1983,15,25,0.72,-99,1,,"Venkitaraman, A. R.
Seigneurin, J. M.
Lenoir, G. M.
John, T. J.",Lab or Epidemiological,"Venkitaraman, A. R., J. M. Seigneurin, et al. (1986). ""Infections due to the human herpesviruses in southern India: a seroepidemiological survey."" Int J Epidemiol 15(4): 561-6.",India,,FALSE,does not state,does not state,30/07/2008,Cross Sectional,24,,,-0.577993467,-0.500425916,25,ELISA,,3028971,"residents of Vellore, Southern India and surrounding rural areas who were admitted to area hospitals for conditions unrelated ot herpesvirus infections",Peri-Urban,,72%,15-25 yrs,24,17.28,171,,Infections due to the human herpesviruses in southern India: a seroepidemiological survey,FALSE,0
Varicella,prevalence data,"Asia, South",IND,all,1981,1981,15,25,0.72,-99,1,,"Venkitaraman, A. R.
Seigneurin, J. M.
Baccard, M.
Lenoir, G. M.
John, T. J.",Lab or Epidemiological,"Venkitaraman, A. R., J. M. Seigneurin, et al. (1984). ""Measurement of antibodies to varicella-zoster virus in a tropical population by enzyme-linked immunosorbent assay."" J Clin Microbiol 20(3): 582-3.",India,,FALSE,does not state,does not state,26/09/2008,Cross Sectional,24,,,-0.58203437,-0.502343201,25 yrs,ELISA,,6092431,all individuals residing in Vellore or the surrounding rural areas who were admitted to the local hospital for reasons unrelated to varicella or zoster during the study period,Hospital,,72%,15-25 yrs,24,17.28,171,,Measurement of antibodies to varicella-zoster virus in a tropical population by enzyme-linked immunosorbent assay,FALSE,0 yrs
Varicella,prevalence data,"Asia, South",IND,all,1995,1995,16,25,0.337209302,-99,1,,"Mandal, B. K.
Mukherjee, P. P.
Murphy, C.
Mukherjee, R.
Naik, T.",Lab or Epidemiological,"Mandal, B. K., P. P. Mukherjee, et al. (1998). ""Adult susceptibility to varicella in the tropics is a rural phenomenon due to the lack of previous exposure."" J Infect Dis 178 Suppl 1: S52-4.",India,,FALSE,does not state,does not state,17/07/2008,Cross Sectional,86,,,-0.538133443,-0.480759716,,,300,9852974,Bengalees living in both urban and rural areas of Western India. None were known to be in acute or convalescent stage of VZV infection. All were 16 years of age or older and had visited the regional health clinic serving their area.,Outpatient,,29,<25 yrs,86,,399,,Adult susceptibility to varicella in the tropics is a rural phenomenon due to the lack of previous exposure,FALSE,16
Varicella,prevalence data,"Asia, South",IND,all,1995,1995,26,44,0.752475248,-99,1,,"Mandal, B. K.
Mukherjee, P. P.
Murphy, C.
Mukherjee, R.
Naik, T.",Lab or Epidemiological,"Mandal, B. K., P. P. Mukherjee, et al. (1998). ""Adult susceptibility to varicella in the tropics is a rural phenomenon due to the lack of previous exposure."" J Infect Dis 178 Suppl 1: S52-4.",India,,FALSE,does not state,does not state,17/07/2008,Cross Sectional,101,,,-0.538133443,-0.480759716,,,300,9852974,Bengalees living in both urban and rural areas of Western India. None were known to be in acute or convalescent stage of VZV infection. All were 16 years of age or older and had visited the regional health clinic serving their area.,Outpatient,,76,26-44 yrs,101,,399,,Adult susceptibility to varicella in the tropics is a rural phenomenon due to the lack of previous exposure,FALSE,16
Varicella,prevalence data,"Asia, South",IND,all,1998,1998,1,5,0.288961039,-99,1,,"Lokeshwar, M. R.
Agrawal, A.
Subbarao, S. D, et al",Lab or Epidemiological,"Lokeshwar, M. R., A. Agrawal, et al. (2000). ""Age related seroprevalence of antibodies to varicella in India."" Indian Pediatr 37(7): 714-9.",India,,FALSE,12/31/1998,9/1/1998,17/07/2008,Cross Sectional,308,,,-0.52250111,-0.472802548,40,ELISA for VZV IgG,1054,10906803,"multicenter study; healthy non-immunocompromised volunteers were recruited from outpatient clinics/walk-in clinics in 4 metropolitan cities (Calcutta, Mumbai, Lucknow, Bangalore",Outpatient,,89,1-5 yrs,308,,"1,546",,Age related seroprevalence of antibodies to varicella in India,FALSE,0
Varicella,prevalence data,"Asia, South",IND,all,1998,1998,11,15,0.715231788,-99,1,,"Lokeshwar, M. R.
Agrawal, A.
Subbarao, S. D, et al",Lab or Epidemiological,"Lokeshwar, M. R., A. Agrawal, et al. (2000). ""Age related seroprevalence of antibodies to varicella in India."" Indian Pediatr 37(7): 714-9.",India,,FALSE,12/31/1998,9/1/1998,17/07/2008,Cross Sectional,151,,,-0.52250111,-0.472802548,40,ELISA for VZV IgG,1054,10906803,"multicenter study; healthy non-immunocompromised volunteers were recruited from outpatient clinics/walk-in clinics in 4 metropolitan cities (Calcutta, Mumbai, Lucknow, Bangalore",Outpatient,,108,11-15 yrs,151,,"1,546",,Age related seroprevalence of antibodies to varicella in India,FALSE,0
Varicella,prevalence data,"Asia, South",IND,all,1995,1995,45,63,0.919811321,-99,1,,"Mandal, B. K.
Mukherjee, P. P.
Murphy, C.
Mukherjee, R.
Naik, T.",Lab or Epidemiological,"Mandal, B. K., P. P. Mukherjee, et al. (1998). ""Adult susceptibility to varicella in the tropics is a rural phenomenon due to the lack of previous exposure."" J Infect Dis 178 Suppl 1: S52-4.",India,,FALSE,does not state,does not state,17/07/2008,Cross Sectional,212,,,-0.538133443,-0.480759716,,,300,9852974,Bengalees living in both urban and rural areas of Western India. None were known to be in acute or convalescent stage of VZV infection. All were 16 years of age or older and had visited the regional health clinic serving their area.,Outpatient,,195,44+ yrs,212,,399,,Adult susceptibility to varicella in the tropics is a rural phenomenon due to the lack of previous exposure,FALSE,16
Varicella,prevalence data,"Asia, South",IND,all,1998,1998,31,40,0.910852713,-99,1,,"Lokeshwar, M. R.
Agrawal, A.
Subbarao, S. D, et al",Lab or Epidemiological,"Lokeshwar, M. R., A. Agrawal, et al. (2000). ""Age related seroprevalence of antibodies to varicella in India."" Indian Pediatr 37(7): 714-9.",India,,FALSE,12/31/1998,9/1/1998,17/07/2008,Cross Sectional,258,,,-0.52250111,-0.472802548,40,ELISA for VZV IgG,1054,10906803,"multicenter study; healthy non-immunocompromised volunteers were recruited from outpatient clinics/walk-in clinics in 4 metropolitan cities (Calcutta, Mumbai, Lucknow, Bangalore",Outpatient,,235,31-40 yrs,258,,"1,546",,Age related seroprevalence of antibodies to varicella in India,FALSE,0
Varicella,prevalence data,"Europe, Western",IRL,all,2003,2003,0,4,0.413,-99,1,,"Nardone, A.
de Ory, F.
Carton, M., et al.",Lab or Epidemiological,"Nardone, A., F. de Ory, et al. (2007). ""The comparative sero-epidemiology of varicella zoster virus in 11 countries in the European region."" Vaccine 25(45): 7866-72.",Ireland,,FALSE,12/31/2003,01/01/2003,7/08/2008,Cross Sectional,271,,,1.563752962,1.055106378,60+,,,17919788,random sample of residual sera submitted for diagnostic testing,Outpatient,,41.30%,<5 yrs,271,111.923,"1,575",,The comparative sero-epidemiology of varicella zoster virus in 11 countries in the European region,FALSE,1
Varicella,prevalence data,"Europe, Western",IRL,all,2003,2003,5,9,0.817,-99,1,,"Nardone, A.
de Ory, F.
Carton, M., et al.",Lab or Epidemiological,"Nardone, A., F. de Ory, et al. (2007). ""The comparative sero-epidemiology of varicella zoster virus in 11 countries in the European region."" Vaccine 25(45): 7866-72.",Ireland,,FALSE,12/31/2003,01/01/2003,7/08/2008,Cross Sectional,240,,,1.563752962,1.055106378,60+,,,17919788,random sample of residual sera submitted for diagnostic testing,Outpatient,,81.70%,5-9 yrs,240,196.08,"1,575",,The comparative sero-epidemiology of varicella zoster virus in 11 countries in the European region,FALSE,1
Varicella,prevalence data,"Europe, Western",IRL,all,2003,2003,10,14,0.919,-99,1,,"Nardone, A.
de Ory, F.
Carton, M., et al.",Lab or Epidemiological,"Nardone, A., F. de Ory, et al. (2007). ""The comparative sero-epidemiology of varicella zoster virus in 11 countries in the European region."" Vaccine 25(45): 7866-72.",Ireland,,FALSE,12/31/2003,01/01/2003,7/08/2008,Cross Sectional,297,,,1.563752962,1.055106378,60+,,,17919788,random sample of residual sera submitted for diagnostic testing,Outpatient,,91.90%,10-14 yrs,297,272.943,"1,575",,The comparative sero-epidemiology of varicella zoster virus in 11 countries in the European region,FALSE,1
Varicella,prevalence data,"Europe, Western",IRL,all,2003,2003,20,29,0.938,-99,1,,"Nardone, A.
de Ory, F.
Carton, M., et al.",Lab or Epidemiological,"Nardone, A., F. de Ory, et al. (2007). ""The comparative sero-epidemiology of varicella zoster virus in 11 countries in the European region."" Vaccine 25(45): 7866-72.",Ireland,,FALSE,12/31/2003,01/01/2003,7/08/2008,Cross Sectional,453,,,1.563752962,1.055106378,60+,,,17919788,random sample of residual sera submitted for diagnostic testing,Outpatient,,93.80%,20-29 yrs,453,424.914,"1,575",,The comparative sero-epidemiology of varicella zoster virus in 11 countries in the European region,FALSE,1
Varicella,prevalence data,"Europe, Western",IRL,all,2003,2003,15,19,0.943,-99,1,,"Nardone, A.
de Ory, F.
Carton, M., et al.",Lab or Epidemiological,"Nardone, A., F. de Ory, et al. (2007). ""The comparative sero-epidemiology of varicella zoster virus in 11 countries in the European region."" Vaccine 25(45): 7866-72.",Ireland,,FALSE,12/31/2003,01/01/2003,7/08/2008,Cross Sectional,314,,,1.563752962,1.055106378,60+,,,17919788,random sample of residual sera submitted for diagnostic testing,Outpatient,,94.30%,15-19 yrs,314,296.102,"1,575",,The comparative sero-epidemiology of varicella zoster virus in 11 countries in the European region,FALSE,1
Varicella,prevalence data,"Europe, Western",IRL,all,2002,2002,0,19,0.894179894,-99,1,,"Knowles, S. J.
Grundy, K.
Cahill, I.
Cafferkey, M. T.",Lab or Epidemiological,"Knowles, S. J., K. Grundy, et al. (2004). ""Susceptibility to infectious rash illness in pregnant women from diverse geographical regions."" Commun Dis Public Health 7(4): 344-8.",Ireland,,FALSE,12/31/2002,01/01/2002,20/08/2008,Cross Sectional,378,,,1.436961557,0.9659283,,ELISA,6698,15779804,all pregnant women visiting a tertiary care referral hospital during the study period,Hospital,,338,<20 yrs,378,,"7,980",,Susceptibility to infectious rash illness in pregnant women from diverse geographical regions,FALSE,
Varicella,prevalence data,"Europe, Western",IRL,all,2002,2002,20,24,0.93133583,-99,1,,"Knowles, S. J.
Grundy, K.
Cahill, I.
Cafferkey, M. T.",Lab or Epidemiological,"Knowles, S. J., K. Grundy, et al. (2004). ""Susceptibility to infectious rash illness in pregnant women from diverse geographical regions."" Commun Dis Public Health 7(4): 344-8.",Ireland,,FALSE,12/31/2002,01/01/2002,20/08/2008,Cross Sectional,801,,,1.436961557,0.9659283,,ELISA,6698,15779804,all pregnant women visiting a tertiary care referral hospital during the study period,Hospital,,746,20-24 yrs,801,,"7,980",,Susceptibility to infectious rash illness in pregnant women from diverse geographical regions,FALSE,
Varicella,prevalence data,"Europe, Western",IRL,all,2002,2002,25,29,0.974121715,-99,1,,"Knowles, S. J.
Grundy, K.
Cahill, I.
Cafferkey, M. T.",Lab or Epidemiological,"Knowles, S. J., K. Grundy, et al. (2004). ""Susceptibility to infectious rash illness in pregnant women from diverse geographical regions."" Commun Dis Public Health 7(4): 344-8.",Ireland,,FALSE,12/31/2002,01/01/2002,20/08/2008,Cross Sectional,3615,,,1.436961557,0.9659283,,ELISA,6698,15779804,all pregnant women visiting a tertiary care referral hospital during the study period,Hospital,,93.3 - 93.8%,25+ yrs,3615,,"7,980",,Susceptibility to infectious rash illness in pregnant women from diverse geographical regions,FALSE,
Varicella,prevalence data,North Africa/Middle East,TUR,all,1999,1999,0,0,0.193,-99,1,,"Kanra, G.
Tezcan, S.
Badur, S.",Lab or Epidemiological,"Kanra, G., S. Tezcan, et al. (2002). ""Varicella seroprevalence in a random sample of the Turkish population."" Vaccine 20(9-10): 1425-8.",Turkey,,FALSE,does not state,does not state,11/08/2008,Cross Sectional,57,,,-0.144041136,-0.10641689,30,ELISA,93.30%,11818162,representative random sample of residents of nine provinces throughout urban and rural Turkey,Community,,19.30%,0,57,11.001,"4,387",,Varicella seroprevalence in a random sample of the Turkish population,FALSE,1
Varicella,prevalence data,North Africa/Middle East,TUR,all,1999,1999,1,3,0.325,-99,1,,"Kanra, G.
Tezcan, S.
Badur, S.",Lab or Epidemiological,"Kanra, G., S. Tezcan, et al. (2002). ""Varicella seroprevalence in a random sample of the Turkish population."" Vaccine 20(9-10): 1425-8.",Turkey,,FALSE,does not state,does not state,11/08/2008,Cross Sectional,495,,,-0.144041136,-0.10641689,30,ELISA,93.30%,11818162,representative random sample of residents of nine provinces throughout urban and rural Turkey,Community,,32.50%,1-3 yrs,495,160.875,"4,387",,Varicella seroprevalence in a random sample of the Turkish population,FALSE,1
Varicella,prevalence data,North Africa/Middle East,TUR,all,1999,1999,4,6,0.594,-99,1,,"Kanra, G.
Tezcan, S.
Badur, S.",Lab or Epidemiological,"Kanra, G., S. Tezcan, et al. (2002). ""Varicella seroprevalence in a random sample of the Turkish population."" Vaccine 20(9-10): 1425-8.",Turkey,,FALSE,does not state,does not state,11/08/2008,Cross Sectional,503,,,-0.144041136,-0.10641689,30,ELISA,93.30%,11818162,representative random sample of residents of nine provinces throughout urban and rural Turkey,Community,,59.40%,4-6,503,298.782,"4,387",,Varicella seroprevalence in a random sample of the Turkish population,FALSE,1
Varicella,prevalence data,North Africa/Middle East,TUR,all,1999,1999,7,9,0.811,-99,1,,"Kanra, G.
Tezcan, S.
Badur, S.",Lab or Epidemiological,"Kanra, G., S. Tezcan, et al. (2002). ""Varicella seroprevalence in a random sample of the Turkish population."" Vaccine 20(9-10): 1425-8.",Turkey,,FALSE,does not state,does not state,11/08/2008,Cross Sectional,513,,,-0.144041136,-0.10641689,30,ELISA,93.30%,11818162,representative random sample of residents of nine provinces throughout urban and rural Turkey,Community,,81.10%,7-9,513,416.043,"4,387",,Varicella seroprevalence in a random sample of the Turkish population,FALSE,1
Varicella,prevalence data,North Africa/Middle East,TUR,all,1999,1999,10,14,0.881,-99,1,,"Kanra, G.
Tezcan, S.
Badur, S.",Lab or Epidemiological,"Kanra, G., S. Tezcan, et al. (2002). ""Varicella seroprevalence in a random sample of the Turkish population."" Vaccine 20(9-10): 1425-8.",Turkey,,FALSE,does not state,does not state,11/08/2008,Cross Sectional,864,,,-0.144041136,-0.10641689,30,ELISA,93.30%,11818162,representative random sample of residents of nine provinces throughout urban and rural Turkey,Community,,88.10%,10-14,864,761.184,"4,387",,Varicella seroprevalence in a random sample of the Turkish population,FALSE,1
Varicella,prevalence data,North Africa/Middle East,SAU,all,1986,1986,0,1,0.463414634,-99,1,,"Hossain, A.",Lab or Epidemiological,"Hossain, A. (1989). ""Herpes simplex virus type 1 (HSV-1) and varicella-zoster virus (VZV) infections in Saudi Arabia."" J Trop Pediatr 35(4): 171-4.",Saudi Arabia,,FALSE,does not state,does not state,28/07/2008,Cross Sectional,41,,,0.805298079,0.710442641,,,572,2810461,Sera were tested from children aged 1-15 attending two university hospitals in Riyadh for unrelated health problems and from healthy male blood donors and antenatal clinic  patients was tested for antibodies to VZV,Outpatient,,19,<1 yr,41,,696,,Herpes simplex virus type 1 (HSV-1) and varicella-zoster virus (VZV) infections in Saudi Arabia,FALSE,
Varicella,prevalence data,North Africa/Middle East,SAU,all,1986,1986,1,5,0.509433962,-99,1,,"Hossain, A.",Lab or Epidemiological,"Hossain, A. (1989). ""Herpes simplex virus type 1 (HSV-1) and varicella-zoster virus (VZV) infections in Saudi Arabia."" J Trop Pediatr 35(4): 171-4.",Saudi Arabia,,FALSE,does not state,does not state,28/07/2008,Cross Sectional,53,,,0.805298079,0.710442641,,,572,2810461,Sera were tested from children aged 1-15 attending two university hospitals in Riyadh for unrelated health problems and from healthy male blood donors and antenatal clinic  patients was tested for antibodies to VZV,Outpatient,,27,1-5 yrs,53,,696,,Herpes simplex virus type 1 (HSV-1) and varicella-zoster virus (VZV) infections in Saudi Arabia,FALSE,
Varicella,prevalence data,"Europe, Western",ISL,all,1990,1999,50,59,0.037735849,-99,1,,"Helgason, S.
Petursson, G.
Gudmundsson, S.
Sigurdsson, J. A.",Clinical Only,"Helgason, S., G. Petursson, et al. (2000). ""Prevalence of postherpetic neuralgia after a first episode of herpes zoster: prospective study with long term follow up."" BMJ 321(7264): 794-6.",Iceland,,FALSE,01/31/1999,01/01/1990,18/08/2008,Prospective Cohort,53,,,1.851911501,0.811213006,70+ yrs,,28,11009518,"incident cases of HZ diagnosed in individuals seeking care from 62 selected GP's practicing throughout Iceland (36 urban and 26 rural), who together serve nearly one-third of Iceland's population",Outpatient,,2,50-59 yrs,53,,391,,Prevalence of postherpetic neuralgia after a first episode of herpes zoster: prospective study with long term follow up,FALSE,0 yrs
